flipped,year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket
False,2012,LOUISIANA,LA,22,72,45,US HOUSE,2,gen,,False,CEDRIC L. RICHMOND,DEMOCRAT,False,TOTAL,158501,287354,False,20201202,False
False,2012,LOUISIANA,LA,22,72,45,US HOUSE,3,gen,,False,"CHARLES W. BOUSTANY, JR.",REPUBLICAN,False,TOTAL,139123,311393,False,20201202,False
False,2012,LOUISIANA,LA,22,72,45,US HOUSE,4,gen,,False,JOHN FLEMING,REPUBLICAN,False,TOTAL,187894,249531,False,20201202,False
False,2012,LOUISIANA,LA,22,72,45,US HOUSE,5,gen,,False,RODNEY ALEXANDER,REPUBLICAN,False,TOTAL,202536,260216,False,20201202,False
False,2012,LOUISIANA,LA,22,72,45,US HOUSE,6,gen,,False,BILL CASSIDY,REPUBLICAN,False,TOTAL,243553,306713,False,20201202,False
False,2012,MAINE,ME,23,11,2,US HOUSE,1,gen,,False,CHELLIE PINGREE,DEMOCRAT,False,TOTAL,236363,380715,False,20201202,False
False,2012,MAINE,ME,23,11,2,US HOUSE,2,gen,,False,MICHAEL H. MICHAUD,DEMOCRAT,False,TOTAL,191456,343908,False,20201202,False
False,2012,MARYLAND,MD,24,52,52,US HOUSE,1,gen,,False,ANDY HARRIS,REPUBLICAN,False,TOTAL,214204,337760,False,20201202,False
False,2012,MARYLAND,MD,24,52,52,US HOUSE,2,gen,,False,C. A. DUTCH RUPPERSBERGER,DEMOCRAT,False,TOTAL,194088,295940,False,20201202,False
False,2012,MARYLAND,MD,24,52,52,US HOUSE,3,gen,,False,JOHN P. SARBANES,DEMOCRAT,False,TOTAL,213747,319859,False,20201202,False
False,2012,MARYLAND,MD,24,52,52,US HOUSE,4,gen,,False,DONNA F. EDWARDS,DEMOCRAT,False,TOTAL,240385,311512,False,20201202,False
False,2012,MARYLAND,MD,24,52,52,US HOUSE,5,gen,,False,STENY H. HOYER,DEMOCRAT,False,TOTAL,238618,343820,False,20201202,False
True,2012,MARYLAND,MD,24,52,52,US HOUSE,6,gen,,False,JOHN DELANEY,DEMOCRAT,False,TOTAL,181921,309549,False,20201202,False
False,2012,MARYLAND,MD,24,52,52,US HOUSE,7,gen,,False,ELIJAH E. CUMMINGS,DEMOCRAT,False,TOTAL,247770,323818,False,20201202,False
False,2012,MARYLAND,MD,24,52,52,US HOUSE,8,gen,,False,CHRIS VAN HOLLEN,DEMOCRAT,False,TOTAL,217531,343256,False,20201202,False
False,2012,MASSACHUSETTS,MA,25,14,3,US HOUSE,1,gen,,False,RICHARD E. NEAL,DEMOCRAT,False,TOTAL,261936,336555,False,20201202,False
False,2012,MASSACHUSETTS,MA,25,14,3,US HOUSE,2,gen,,False,JAMES P. MCGOVERN,DEMOCRAT,False,TOTAL,259257,342736,False,20201202,False
False,2012,MASSACHUSETTS,MA,25,14,3,US HOUSE,3,gen,,False,NIKI TSONGAS,DEMOCRAT,False,TOTAL,212119,335111,False,20201202,False
False,2012,MASSACHUSETTS,MA,25,14,3,US HOUSE,4,gen,,False,JOSEPH P. KENNEDY III,DEMOCRAT,False,TOTAL,221303,373114,False,20201202,False
False,2012,MASSACHUSETTS,MA,25,14,3,US HOUSE,5,gen,,False,EDWARD J. MARKEY,DEMOCRAT,False,TOTAL,257490,364201,False,20201202,False
False,2012,MASSACHUSETTS,MA,25,14,3,US HOUSE,6,gen,,False,JOHN F. TIERNEY,DEMOCRAT,False,TOTAL,180942,389852,False,20201202,False
False,2012,MASSACHUSETTS,MA,25,14,3,US HOUSE,7,gen,,False,MICHAEL E. CAPUANO,DEMOCRAT,False,TOTAL,210794,285134,False,20201202,False
False,2012,MASSACHUSETTS,MA,25,14,3,US HOUSE,8,gen,,False,STEPHEN F. LYNCH,DEMOCRAT,False,TOTAL,263999,371694,False,20201202,False
False,2012,MASSACHUSETTS,MA,25,14,3,US HOUSE,9,gen,,False,WILLIAM R. KEATING,DEMOCRAT,False,TOTAL,212754,385799,False,20201202,False
False,2012,MICHIGAN,MI,26,34,23,US HOUSE,1,gen,,False,DAN BENISHEK,REPUBLICAN,False,TOTAL,167060,347037,False,20201202,False
False,2012,MICHIGAN,MI,26,34,23,US HOUSE,2,gen,,False,BILL HUIZENGA,REPUBLICAN,False,TOTAL,194653,318267,False,20201202,False
False,2012,MICHIGAN,MI,26,34,23,US HOUSE,3,gen,,False,JUSTIN AMASH,REPUBLICAN,False,TOTAL,171675,326283,False,20201202,False
False,2012,MICHIGAN,MI,26,34,23,US HOUSE,4,gen,,False,DAVE CAMP,REPUBLICAN,False,TOTAL,197386,312949,False,20201202,False
False,2012,MICHIGAN,MI,26,34,23,US HOUSE,5,gen,,False,DANIEL T. KILDEE,DEMOCRAT,False,TOTAL,214531,330146,False,20201202,False
False,2012,MICHIGAN,MI,26,34,23,US HOUSE,6,gen,,False,FRED UPTON,REPUBLICAN,False,TOTAL,174955,320475,False,20201202,False
False,2012,MICHIGAN,MI,26,34,23,US HOUSE,7,gen,,False,TIM WALBERG,REPUBLICAN,False,TOTAL,169668,318069,False,20201202,False
False,2012,MICHIGAN,MI,26,34,23,US HOUSE,8,gen,,False,MIKE ROGERS,REPUBLICAN,False,TOTAL,202217,345054,False,20201202,False
False,2012,MICHIGAN,MI,26,34,23,US HOUSE,9,gen,,False,SANDER M. LEVIN,DEMOCRAT,False,TOTAL,208846,337316,False,20201202,False
False,2012,MICHIGAN,MI,26,34,23,US HOUSE,10,gen,,False,CANDICE S. MILLER,REPUBLICAN,False,TOTAL,226075,328612,False,20201202,False
False,2012,MICHIGAN,MI,26,34,23,US HOUSE,11,gen,,False,KERRY BENTIVOLIO,REPUBLICAN,False,TOTAL,181788,358139,False,20201202,False
False,2012,MICHIGAN,MI,26,34,23,US HOUSE,12,gen,,False,JOHN D. DINGELL,DEMOCRAT,False,TOTAL,216884,319223,False,20201202,False
False,2012,MICHIGAN,MI,26,34,23,US HOUSE,13,gen,,False,"JOHN CONYERS, JR.",DEMOCRAT,False,TOTAL,235336,284270,False,20201202,False
False,2012,MICHIGAN,MI,26,34,23,US HOUSE,14,gen,,False,GARY C. PETERS,DEMOCRAT,False,TOTAL,270450,328792,False,20201202,False
False,2012,MINNESOTA,MN,27,41,33,US HOUSE,1,gen,,False,TIMOTHY J. WALZ,DEMOCRAT,False,TOTAL,193211,335880,False,20201202,False
False,2012,MINNESOTA,MN,27,41,33,US HOUSE,2,gen,,False,JOHN KLINE,REPUBLICAN,False,TOTAL,193587,358446,False,20201202,False
False,2012,MINNESOTA,MN,27,41,33,US HOUSE,3,gen,,False,ERIK PAULSEN,REPUBLICAN,False,TOTAL,222335,382705,False,20201202,False
False,2012,MINNESOTA,MN,27,41,33,US HOUSE,4,gen,,False,BETTY MCCOLLUM,DEMOCRAT,False,TOTAL,216685,347991,False,20201202,False
False,2012,MINNESOTA,MN,27,41,33,US HOUSE,5,gen,,False,KEITH ELLISON,DEMOCRAT,False,TOTAL,262102,351969,False,20201202,False
False,2012,MINNESOTA,MN,27,41,33,US HOUSE,6,gen,,False,MICHELE BACHMANN,REPUBLICAN,False,TOTAL,179240,355153,False,20201202,False
False,2012,MINNESOTA,MN,27,41,33,US HOUSE,7,gen,,False,COLLIN C. PETERSON,DEMOCRAT,False,TOTAL,197791,327576,False,20201202,False
True,2012,MINNESOTA,MN,27,41,33,US HOUSE,8,gen,,False,RICHARD NOLAN,DEMOCRATIC-FARMER-LABOR,False,TOTAL,191976,353663,False,20201202,False
False,2012,MISSISSIPPI,MS,28,64,46,US HOUSE,1,gen,,False,ALAN NUNNELEE,REPUBLICAN,False,TOTAL,186760,309177,False,20201202,False
False,2012,MISSISSIPPI,MS,28,64,46,US HOUSE,2,gen,,False,BENNIE G. THOMPSON,DEMOCRAT,False,TOTAL,214978,320244,False,20201202,False
False,2012,MISSISSIPPI,MS,28,64,46,US HOUSE,3,gen,,False,GREGG HARPER,REPUBLICAN,False,TOTAL,234717,293322,False,20201202,False
False,2012,MISSISSIPPI,MS,28,64,46,US HOUSE,4,gen,,False,STEVEN M. PALAZZO,REPUBLICAN,False,TOTAL,182998,285432,False,20201202,False
False,2012,MISSOURI,MO,29,43,34,US HOUSE,1,gen,,False,WM. LACY CLAY,DEMOCRAT,False,TOTAL,267927,340583,False,20201202,False
False,2012,MISSOURI,MO,29,43,34,US HOUSE,2,gen,,False,ANN WAGNER,REPUBLICAN,False,TOTAL,236971,394448,False,20201202,False
True,2012,MISSOURI,MO,29,43,34,US HOUSE,3,gen,,False,BLAINE LUETKEMEYER,REPUBLICAN,False,TOTAL,214843,338385,False,20201202,False
False,2012,MISSOURI,MO,29,43,34,US HOUSE,4,gen,,False,VICKY HARTZLER,REPUBLICAN,False,TOTAL,192237,318723,False,20201202,False
False,2012,MISSOURI,MO,29,43,34,US HOUSE,5,gen,,False,EMANUEL CLEAVER,DEMOCRAT,False,TOTAL,200290,330942,False,20201202,False
False,2012,MISSOURI,MO,29,43,34,US HOUSE,6,gen,,False,SAM GRAVES,REPUBLICAN,False,TOTAL,216906,333688,False,20201202,False
False,2012,MISSOURI,MO,29,43,34,US HOUSE,7,gen,,False,BILLY LONG,REPUBLICAN,False,TOTAL,203565,318740,False,20201202,False
False,2012,MISSOURI,MO,29,43,34,US HOUSE,8,gen,,False,JO ANN EMERSON,REPUBLICAN,False,TOTAL,216083,300391,False,20201202,False
False,2012,MONTANA,MT,30,81,64,US HOUSE,0,gen,,False,STEVE DAINES,REPUBLICAN,False,TOTAL,255468,479740,False,20201202,False
False,2012,NEBRASKA,NE,31,46,35,US HOUSE,1,gen,,False,JEFF FORTENBERRY,REPUBLICAN,False,TOTAL,174889,256095,False,20201202,False
False,2012,NEBRASKA,NE,31,46,35,US HOUSE,2,gen,,False,LEE TERRY,REPUBLICAN,False,TOTAL,133964,263731,False,20201202,False
False,2012,NEBRASKA,NE,31,46,35,US HOUSE,3,gen,,False,ADRIAN SMITH,REPUBLICAN,False,TOTAL,187423,252689,False,20201202,False
False,2012,NEVADA,NV,32,88,65,US HOUSE,1,gen,,False,DINA TITUS,DEMOCRAT,False,TOTAL,113967,179278,False,20201202,False
False,2012,NEVADA,NV,32,88,65,US HOUSE,2,gen,,False,MARK E. AMODEI,REPUBLICAN,False,TOTAL,162213,281449,False,20201202,False
False,2012,NEVADA,NV,32,88,65,US HOUSE,3,gen,,False,JOSEPH J. HECK,REPUBLICAN,False,TOTAL,137244,272523,False,20201202,False
True,2012,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,1,gen,,False,CAROL SHEA-PORTER,DEMOCRAT,False,TOTAL,171650,345022,False,20201202,False
True,2012,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,2,gen,,False,ANN MCLANE KUSTER,DEMOCRAT,False,TOTAL,169275,337394,False,20201202,False
False,2012,NEW JERSEY,NJ,34,22,12,US HOUSE,1,gen,,False,ROBERT E. ANDREWS,DEMOCRAT,False,TOTAL,210470,308519,False,20201202,False
False,2012,NEW JERSEY,NJ,34,22,12,US HOUSE,2,gen,,False,FRANK A. LOBIONDO,REPUBLICAN,False,TOTAL,166677,289069,False,20201202,False
False,2012,NEW JERSEY,NJ,34,22,12,US HOUSE,3,gen,,False,JON RUNYAN,REPUBLICAN,False,TOTAL,174253,324399,False,20201202,False
False,2012,NEW JERSEY,NJ,34,22,12,US HOUSE,4,gen,,False,CHRISTOPHER H. SMITH,REPUBLICAN,False,TOTAL,195145,306247,False,20201202,False
False,2012,NEW JERSEY,NJ,34,22,12,US HOUSE,5,gen,,False,SCOTT GARRETT,REPUBLICAN,False,TOTAL,167501,304371,False,20201202,False
False,2012,NEW JERSEY,NJ,34,22,12,US HOUSE,6,gen,,False,"FRANK PALLONE, JR.",DEMOCRAT,False,TOTAL,151782,239638,False,20201202,False
False,2012,NEW JERSEY,NJ,34,22,12,US HOUSE,7,gen,,False,LEONARD LANCE,REPUBLICAN,False,TOTAL,175662,307315,False,20201202,False
False,2012,NEW JERSEY,NJ,34,22,12,US HOUSE,8,gen,,False,ALBIO SIRES,DEMOCRAT,False,TOTAL,130853,167790,False,20201202,False
False,2012,NEW JERSEY,NJ,34,22,12,US HOUSE,9,gen,,False,"BILL PASCRELL, JR.",DEMOCRAT,False,TOTAL,162822,220133,False,20201202,False
False,2012,NEW JERSEY,NJ,34,22,12,US HOUSE,10,gen,,False,"DONALD M. PAYNE, JR.",DEMOCRAT,False,TOTAL,201435,230060,False,20201202,False
False,2012,NEW JERSEY,NJ,34,22,12,US HOUSE,11,gen,,False,RODNEY P. FRELINGHUYSEN,REPUBLICAN,False,TOTAL,182237,309859,False,20201202,False
False,2012,NEW JERSEY,NJ,34,22,12,US HOUSE,12,gen,,False,RUSH D. HOLT,DEMOCRAT,False,TOTAL,189926,274378,False,20201202,False
False,2012,NEW MEXICO,NM,35,85,66,US HOUSE,1,gen,,False,MICHELLE LUJAN GRISHAM,DEMOCRAT,False,TOTAL,162924,275856,False,20201202,False
False,2012,NEW MEXICO,NM,35,85,66,US HOUSE,2,gen,,False,STEVEN PEARCE,REPUBLICAN,False,TOTAL,133180,225515,False,20201202,False
False,2012,NEW MEXICO,NM,35,85,66,US HOUSE,3,gen,,False,BEN BAY LUJ_N,DEMOCRAT,False,TOTAL,167103,264719,False,20201202,False
False,2012,NEW YORK,NY,36,21,13,US HOUSE,1,gen,,False,TIMOTHY H. BISHOP,DEMOCRAT,False,TOTAL,134205,294578,False,20201202,True
True,2012,NEW YORK,NY,36,21,13,US HOUSE,2,gen,,False,PETER T. KING,REPUBLICAN,False,TOTAL,116083,271832,False,20201202,True
True,2012,NEW YORK,NY,36,21,13,US HOUSE,3,gen,,False,STEVE ISRAEL,DEMOCRAT,False,TOTAL,146016,306274,False,20201202,True
False,2012,NEW YORK,NY,36,21,13,US HOUSE,4,gen,,False,CAROLYN MCCARTHY,DEMOCRAT,False,TOTAL,152590,299484,False,20201202,True
False,2012,NEW YORK,NY,36,21,13,US HOUSE,5,gen,,False,GREGORY W. MEEKS,DEMOCRAT,False,TOTAL,167835,224508,False,20201202,False
False,2012,NEW YORK,NY,36,21,13,US HOUSE,6,gen,,False,GRACE MENG,DEMOCRAT,False,TOTAL,107505,186932,False,20201202,True
False,2012,NEW YORK,NY,36,21,13,US HOUSE,7,gen,,False,NYDIA M. VELA?ZQUEZ,DEMOCRAT,False,TOTAL,132456,178825,False,20201202,True
False,2012,NEW YORK,NY,36,21,13,US HOUSE,8,gen,,False,HAKEEM S. JEFFRIES,DEMOCRAT,False,TOTAL,178687,236292,False,20201202,True
False,2012,NEW YORK,NY,36,21,13,US HOUSE,9,gen,,False,YVETTE D. CLARKE,DEMOCRAT,False,TOTAL,178168,238957,False,20201202,True
False,2012,NEW YORK,NY,36,21,13,US HOUSE,10,gen,,False,JERROLD NADLER,DEMOCRAT,False,TOTAL,155908,236323,False,20201202,True
True,2012,NEW YORK,NY,36,21,13,US HOUSE,11,gen,,False,MICHAEL G. GRIMM,REPUBLICAN,False,TOTAL,91030,214755,False,20201202,True
False,2012,NEW YORK,NY,36,21,13,US HOUSE,12,gen,,False,CAROLYN B. MALONEY,DEMOCRAT,False,TOTAL,184864,268287,False,20201202,True
False,2012,NEW YORK,NY,36,21,13,US HOUSE,13,gen,,False,CHARLES B. RANGEL,DEMOCRAT,False,TOTAL,170470,233172,False,20201202,True
False,2012,NEW YORK,NY,36,21,13,US HOUSE,14,gen,,False,JOSEPH CROWLEY,DEMOCRAT,False,TOTAL,116117,170995,False,20201202,True
False,2012,NEW YORK,NY,36,21,13,US HOUSE,15,gen,,False,JOS_ E. SERRANO,DEMOCRAT,False,TOTAL,150243,178645,False,20201202,True
False,2012,NEW YORK,NY,36,21,13,US HOUSE,16,gen,,False,ELIOT L. ENGEL,DEMOCRAT,False,TOTAL,173885,270320,False,20201202,True
False,2012,NEW YORK,NY,36,21,13,US HOUSE,17,gen,,False,NITA M. LOWEY,DEMOCRAT,False,TOTAL,161624,297379,False,20201202,True
False,2012,NEW YORK,NY,36,21,13,US HOUSE,18,gen,,False,SEAN PATRICK MALONEY,DEMOCRAT,False,TOTAL,132456,295436,False,20201202,True
True,2012,NEW YORK,NY,36,21,13,US HOUSE,19,gen,,False,CHRISTOPHER P. GIBSON,REPUBLICAN,False,TOTAL,122654,305882,False,20201202,True
True,2012,NEW YORK,NY,36,21,13,US HOUSE,20,gen,,False,PAUL TONKO,DEMOCRAT,False,TOTAL,181092,317678,False,20201202,True
False,2012,NEW YORK,NY,36,21,13,US HOUSE,21,gen,,False,WILLIAM L. OWENS,DEMOCRAT,False,TOTAL,117856,268741,False,20201202,True
True,2012,NEW YORK,NY,36,21,13,US HOUSE,22,gen,,False,RICHARD L. HANNA,REPUBLICAN,False,TOTAL,145042,280189,False,20201202,True
True,2012,NEW YORK,NY,36,21,13,US HOUSE,23,gen,,False,TOM REED,REPUBLICAN,False,TOTAL,117641,279796,False,20201202,True
False,2012,NEW YORK,NY,36,21,13,US HOUSE,24,gen,,False,DANIEL B. MAFFEI,DEMOCRAT,False,TOTAL,133908,303567,False,20201202,True
False,2012,NEW YORK,NY,36,21,13,US HOUSE,25,gen,,False,LOUISE MCINTOSH SLAUGHTER,DEMOCRAT,False,TOTAL,168761,322760,False,20201202,True
True,2012,NEW YORK,NY,36,21,13,US HOUSE,26,gen,,False,BRIAN HIGGINS,DEMOCRAT,False,TOTAL,195234,304961,False,20201202,True
False,2012,NEW YORK,NY,36,21,13,US HOUSE,27,gen,,False,KATHLEEN C. HOCHUL,DEMOCRAT,False,TOTAL,140008,329768,False,20201202,True
False,2012,NORTH CAROLINA,NC,37,56,47,US HOUSE,1,gen,,False,G. K. BUTTERFIELD,DEMOCRAT,False,TOTAL,254644,338066,False,20201202,False
False,2012,NORTH CAROLINA,NC,37,56,47,US HOUSE,2,gen,,False,RENEE L. ELLMERS,REPUBLICAN,False,TOTAL,174066,311397,False,20201202,False
False,2012,NORTH CAROLINA,NC,37,56,47,US HOUSE,3,gen,,False,WALTER B. JONES,REPUBLICAN,False,TOTAL,195571,309885,False,20201202,False
False,2012,NORTH CAROLINA,NC,37,56,47,US HOUSE,4,gen,,False,DAVID E. PRICE,DEMOCRAT,False,TOTAL,259534,348485,False,20201202,False
False,2012,NORTH CAROLINA,NC,37,56,47,US HOUSE,5,gen,,False,VIRGINIA FOXX,REPUBLICAN,False,TOTAL,200945,349197,False,20201202,False
False,2012,NORTH CAROLINA,NC,37,56,47,US HOUSE,6,gen,,False,HOWARD COBLE,REPUBLICAN,False,TOTAL,222116,364583,False,20201202,False
False,2012,NORTH CAROLINA,NC,37,56,47,US HOUSE,7,gen,,False,MIKE MCINTYRE,DEMOCRAT,False,TOTAL,168695,336736,False,20201202,False
True,2012,NORTH CAROLINA,NC,37,56,47,US HOUSE,8,gen,,False,RICHARD HUDSON,REPUBLICAN,False,TOTAL,160695,302280,False,20201202,False
False,2012,NORTH CAROLINA,NC,37,56,47,US HOUSE,9,gen,,False,ROBERT PITTENGER,REPUBLICAN,False,TOTAL,194537,375690,False,20201202,False
False,2012,NORTH CAROLINA,NC,37,56,47,US HOUSE,10,gen,,False,PATRICK T. MCHENRY,REPUBLICAN,False,TOTAL,190826,334849,False,20201202,False
True,2012,NORTH CAROLINA,NC,37,56,47,US HOUSE,11,gen,,False,MARK MEADOWS,REPUBLICAN,False,TOTAL,190319,331426,False,20201202,False
False,2012,NORTH CAROLINA,NC,37,56,47,US HOUSE,12,gen,,False,MELVIN L. WATT,DEMOCRAT,False,TOTAL,247591,310908,False,20201202,False
True,2012,NORTH CAROLINA,NC,37,56,47,US HOUSE,13,gen,,False,GEORGE HOLDING,REPUBLICAN,False,TOTAL,210495,370610,False,20201202,False
False,2012,NORTH DAKOTA,ND,38,44,36,US HOUSE,0,gen,,False,KEVIN CRAMER,REPUBLICAN,False,TOTAL,173585,316224,False,20201202,False
False,2012,OHIO,OH,39,31,24,US HOUSE,1,gen,,False,STEVE CHABOT,REPUBLICAN,False,TOTAL,201907,349716,False,20201202,False
False,2012,OHIO,OH,39,31,24,US HOUSE,2,gen,,False,BRAD WENSTRUP,REPUBLICAN,False,TOTAL,194296,331373,False,20201202,False
True,2012,OHIO,OH,39,31,24,US HOUSE,3,gen,,False,JOYCE BEATTY,DEMOCRAT,False,TOTAL,201897,295652,False,20201202,False
False,2012,OHIO,OH,39,31,24,US HOUSE,4,gen,,False,JIM JORDAN,REPUBLICAN,False,TOTAL,182643,312998,False,20201202,False
False,2012,OHIO,OH,39,31,24,US HOUSE,5,gen,,False,ROBERT E. LATTA,REPUBLICAN,False,TOTAL,201514,351878,False,20201202,False
False,2012,OHIO,OH,39,31,24,US HOUSE,6,gen,,False,BILL JOHNSON,REPUBLICAN,False,TOTAL,164536,308980,False,20201202,False
False,2012,OHIO,OH,39,31,24,US HOUSE,7,gen,,False,BOB GIBBS,REPUBLICAN,False,TOTAL,178104,315812,False,20201202,False
False,2012,OHIO,OH,39,31,24,US HOUSE,8,gen,,False,JOHN A. BOEHNER,REPUBLICAN,False,TOTAL,246378,248316,False,20201202,False
False,2012,OHIO,OH,39,31,24,US HOUSE,9,gen,,False,MARCY KAPTUR,DEMOCRAT,False,TOTAL,217771,298164,False,20201202,False
True,2012,OHIO,OH,39,31,24,US HOUSE,10,gen,,False,MICHAEL R. TURNER,REPUBLICAN,False,TOTAL,208201,349671,False,20201202,False
False,2012,OHIO,OH,39,31,24,US HOUSE,11,gen,,False,MARCIA L. FUDGE,DEMOCRAT,False,TOTAL,258359,258359,False,20201202,False
False,2012,OHIO,OH,39,31,24,US HOUSE,12,gen,,False,PATRICK J. TIBERI,REPUBLICAN,False,TOTAL,233869,368474,False,20201202,False
False,2012,OHIO,OH,39,31,24,US HOUSE,13,gen,,False,TIM RYAN,DEMOCRAT,False,TOTAL,235492,323612,False,20201202,False
False,2012,OHIO,OH,39,31,24,US HOUSE,14,gen,,False,DAVID P. JOYCE,REPUBLICAN,False,TOTAL,183657,339894,False,20201202,False
False,2012,OHIO,OH,39,31,24,US HOUSE,15,gen,,False,STEVE STIVERS,REPUBLICAN,False,TOTAL,205274,333462,False,20201202,False
False,2012,OHIO,OH,39,31,24,US HOUSE,16,gen,,False,JAMES B. RENACCI,REPUBLICAN,False,TOTAL,185165,355765,False,20201202,False
False,2012,OKLAHOMA,OK,40,73,53,US HOUSE,1,gen,,False,JIM BRIDENSTINE,REPUBLICAN,False,TOTAL,181084,285312,False,20201202,False
True,2012,OKLAHOMA,OK,40,73,53,US HOUSE,2,gen,,False,MARKWAYNE MULLIN,REPUBLICAN,False,TOTAL,143701,250612,False,20201202,False
False,2012,OKLAHOMA,OK,40,73,53,US HOUSE,3,gen,,False,FRANK D. LUCAS,REPUBLICAN,False,TOTAL,201744,268003,False,20201202,False
False,2012,OKLAHOMA,OK,40,73,53,US HOUSE,4,gen,,False,TOM COLE,REPUBLICAN,False,TOTAL,176740,260331,False,20201202,False
False,2012,OKLAHOMA,OK,40,73,53,US HOUSE,5,gen,,False,JAMES LANKFORD,REPUBLICAN,False,TOTAL,153603,261677,False,20201202,False
False,2012,OREGON,OR,41,92,72,US HOUSE,1,gen,,False,SUZANNE BONAMICI,DEMOCRAT,False,TOTAL,197845,331980,False,20201202,False
False,2012,OREGON,OR,41,92,72,US HOUSE,2,gen,,False,GREG WALDEN,REPUBLICAN,False,TOTAL,228043,332255,False,20201202,False
False,2012,OREGON,OR,41,92,72,US HOUSE,3,gen,,False,EARL BLUMENAUER,DEMOCRAT,False,TOTAL,264979,355875,False,20201202,False
False,2012,OREGON,OR,41,92,72,US HOUSE,4,gen,,False,PETER A. DEFAZIO,DEMOCRAT,False,TOTAL,212866,360088,False,20201202,False
False,2012,OREGON,OR,41,92,72,US HOUSE,5,gen,,False,KURT SCHRADER,DEMOCRAT,False,TOTAL,177229,327970,False,20201202,False
False,2012,PENNSYLVANIA,PA,42,23,14,US HOUSE,1,gen,,False,ROBERT A. BRADY,DEMOCRAT,False,TOTAL,235394,277102,False,20201202,False
False,2012,PENNSYLVANIA,PA,42,23,14,US HOUSE,2,gen,,False,CHAKA FATTAH,DEMOCRAT,False,TOTAL,318176,356386,False,20201202,False
False,2012,PENNSYLVANIA,PA,42,23,14,US HOUSE,3,gen,,False,MIKE KELLY,REPUBLICAN,False,TOTAL,165826,302514,False,20201202,False
True,2012,PENNSYLVANIA,PA,42,23,14,US HOUSE,4,gen,,False,SCOTT PERRY,REPUBLICAN,False,TOTAL,181603,303980,False,20201202,False
False,2012,PENNSYLVANIA,PA,42,23,14,US HOUSE,5,gen,,False,GLENN THOMPSON,REPUBLICAN,False,TOTAL,177740,282465,False,20201202,False
False,2012,PENNSYLVANIA,PA,42,23,14,US HOUSE,6,gen,,False,JIM GERLACH,REPUBLICAN,False,TOTAL,191725,335528,False,20201202,False
False,2012,PENNSYLVANIA,PA,42,23,14,US HOUSE,7,gen,,False,PATRICK MEEHAN,REPUBLICAN,False,TOTAL,209942,353451,False,20201202,False
False,2012,PENNSYLVANIA,PA,42,23,14,US HOUSE,8,gen,,False,MICHAEL G. FITZPATRICK,REPUBLICAN,False,TOTAL,199379,352238,False,20201202,False
False,2012,PENNSYLVANIA,PA,42,23,14,US HOUSE,9,gen,,False,BILL SHUSTER,REPUBLICAN,False,TOTAL,169177,274305,False,20201202,False
False,2012,PENNSYLVANIA,PA,42,23,14,US HOUSE,10,gen,,False,TOM MARINO,REPUBLICAN,False,TOTAL,179563,273790,False,20201202,False
False,2012,PENNSYLVANIA,PA,42,23,14,US HOUSE,11,gen,,False,LOU BARLETTA,REPUBLICAN,False,TOTAL,166967,285198,False,20201202,False
True,2012,PENNSYLVANIA,PA,42,23,14,US HOUSE,12,gen,,False,KEITH J. ROTHFUS,REPUBLICAN,False,TOTAL,175352,338941,False,20201202,False
False,2012,PENNSYLVANIA,PA,42,23,14,US HOUSE,13,gen,,False,ALLYSON Y. SCHWARTZ,DEMOCRAT,False,TOTAL,209901,303819,False,20201202,False
False,2012,PENNSYLVANIA,PA,42,23,14,US HOUSE,14,gen,,False,MICHAEL F. DOYLE,DEMOCRAT,False,TOTAL,251932,327634,False,20201202,False
False,2012,PENNSYLVANIA,PA,42,23,14,US HOUSE,15,gen,,False,CHARLES W. DENT,REPUBLICAN,False,TOTAL,168960,297724,False,20201202,False
False,2012,PENNSYLVANIA,PA,42,23,14,US HOUSE,16,gen,,False,JOSEPH R. PITTS,REPUBLICAN,False,TOTAL,156192,284781,False,20201202,False
False,2012,PENNSYLVANIA,PA,42,23,14,US HOUSE,17,gen,,False,MATTHEW A. CARTWRIGHT,DEMOCRAT,False,TOTAL,161393,267601,False,20201202,False
False,2012,PENNSYLVANIA,PA,42,23,14,US HOUSE,18,gen,,False,TIM MURPHY,REPUBLICAN,False,TOTAL,216727,338873,False,20201202,False
False,2012,RHODE ISLAND,RI,44,15,5,US HOUSE,1,gen,,False,DAVID N. CICILLINE,DEMOCRAT,False,TOTAL,108612,205115,False,20201202,False
False,2012,RHODE ISLAND,RI,44,15,5,US HOUSE,2,gen,,False,JAMES R. LANGEVIN,DEMOCRAT,False,TOTAL,124067,222660,False,20201202,False
False,2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,gen,,False,TIM SCOTT,REPUBLICAN,False,TOTAL,179908,290013,False,20201202,False
False,2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,2,gen,,False,JOE WILSON,REPUBLICAN,False,TOTAL,196116,203718,False,20201202,False
False,2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,3,gen,,False,JEFF DUNCAN,REPUBLICAN,False,TOTAL,169512,254763,False,20201202,False
